402.670303178,4588.9133044819
774.586863849,8777.7402763776
995.972689218,11280.6270869471
720.994419011,8162.8971693119
373.046519504,4282.617294413
749.689331529,8511.7457113944
473.623674302,5368.8108566726
925.832307174,10457.8132791146
214.656380994,2457.1228810742
320.953377088,3657.8737342646
817.929736281,9270.0485069913
951.845180425,10768.9528800754
603.409204709,6886.2343796778
810.577116555,9228.822729076
920.561583229,10431.6921510308
404.433779428,4578.9712262814
198.366367113,2249.3575179599
900.658419969,10188.8481134635
154.123918621,1792.0414824544
269.346793768,3107.1965283883
91.3283382358,1117.3115624425
896.695197798,10115.2747161079
800.302519014,9054.1116419859
395.856624829,4511.2087041427
373.794615509,4262.2729027837
230.270645707,2630.5845525895
276.31865187,3174.4285594386
339.826042365,3837.2318554982
61.6439627969,706.0065673108
54.2078005306,628.2713384862
0.203533915,40.3648205704
931.937115898,10559.7010632866
67.837855949,774.6495889662
304.165534939,3482.3994274407
771.319355366,8706.3222564226
94.9076047081,1158.9773227003
628.18988818,7158.2727961316
207.014441395,2403.8922498129
696.36990043,7874.7740874514
385.940986827,4448.9829206078
151.686513538,1803.4631343052
387.512459623,4438.8896027638
106.116172286,1293.3364008856
215.246591722,2523.849707578
110.707231953,1254.4669353957
482.213319552,5467.404414702
645.462573513,7276.6157923187
156.991847681,1830.8959043142
432.895713053,4893.8521123816
343.322172519,3902.5173502101
703.926307971,8012.1899729098
993.401680699,11272.4693507232
388.50908206,4380.5643676259
560.544966577,6340.231287034
618.969799293,6981.4083242654
632.62405278,7182.5981754239
663.157106822,7544.0897181433
308.423643282,3554.7257357366
779.485946583,8864.8382618353
888.204283953,10024.6083710158
162.740971737,1883.912995764
411.807084269,4699.8534940718
417.404338275,4795.9774179714
682.360600426,7748.0786401917
79.8115113531,977.5271105629
70.4905574778,863.9521227203
753.416929998,8513.414666576
430.621909909,4908.0155559306
340.230672969,3885.8900723045
448.297744719,5139.8361222161
969.367105984,10975.966976693
412.820455977,4688.8838214815
649.307492815,7391.5554395932
244.145505417,2777.073144136
937.396749461,10576.1538596976
678.473863296,7702.9364231662
770.248261549,8763.8998694458
230.384700642,2659.3478551243
622.941108116,7117.8292628484
699.704331487,7952.914366303
225.800956025,2571.3859224837
69.1017448243,844.8215982408
994.566458059,11249.5671032941
417.867862509,4764.3882427096
749.661671098,8460.8005787033
809.791730175,9160.2377061975
164.719963391,1950.0401111734
962.168026228,10893.9282963703
897.162191662,10149.1351330184
839.943736433,9551.2782089504
76.9944586805,909.0242662873
131.049522007,1550.6495904932
80.3083645841,955.9788901277
743.137522886,8390.619858821
143.928655141,1711.6902882145
606.435819319,6855.8553122214
715.909501087,8156.3499937888
312.839561823,3613.114587976
126.145981324,1467.8165560991
960.451268427,10893.2006617244
897.761261245,10153.260939323
340.80684371,3873.8826397042
294.445329508,3380.3692218362
621.880785367,7023.5127786551
935.162649762,10618.0676559298
249.954846445,2838.2478357848
843.487977489,9542.4103337187
949.408945669,10732.2527712603
914.966501404,10393.1424414882
856.737371263,9698.7033680162
184.569949258,2141.8717845819
306.466303389,3524.5841504274
386.094618889,4415.5132448949
539.806373519,6142.524444938
563.053021309,6413.3318423632
650.503213087,7342.6849423872
818.494146504,9239.7865446121
757.464562519,8565.2842860418
132.496665806,1507.7045033003
63.8320312902,763.38052235
142.406336462,1644.4921807161
948.161473329,10687.3683638949
506.643717215,5730.1498039066
834.100996017,9481.0632332868
23.4615804251,339.2031984633
160.939513677,1857.8501318744
752.841219052,8580.4631220927
865.922776846,9822.2959098604
637.785090381,7193.890476776
407.530005213,4608.5762403551
621.738870555,7089.3289962695
700.696367889,7898.4849782064
506.271731102,5732.1004915985
825.094448353,9370.6674056003
676.61734709,7657.5458339696
